"MC","Timestep","ClassCode","CTCode","CTAbbr","SSCode","SSAbbr","Area"
1,67,"214021","4021","NaFor",21,"OHB",1.1
1,67,"215012","5012","NaPgr",21,"OHB",.4
1,67,"235074","5074","JuNbu",23,"CLS",1.6
1,68,"211004","1004","GrFrb",21,"OHB",3.1
1,68,"245013","5013","ArVth",24,"OLS",4.9
1,68,"235013","5013","ArVth",23,"CLS",9.8
1,68,"233004","3004","JuSwg",23,"CLS",6.4
1,68,"113004","3004","JuSwg",11,"SIW",11.2
1,68,"142025","2025","JuWsi",14,"YMW",54.3
1,68,"152025","2025","JuWsi",15,"OMW",7.2
1,68,"214021","4021","NaFor",21,"OHB",1
1,68,"215012","5012","NaPgr",21,"OHB",.6
1,68,"235074","5074","JuNbu",23,"CLS",1.5
1,69,"211004","1004","GrFrb",21,"OHB",3.1
1,69,"245013","5013","ArVth",24,"OLS",4.6
1,69,"235013","5013","ArVth",23,"CLS",10.1
1,69,"233004","3004","JuSwg",23,"CLS",6.6
1,69,"113004","3004","JuSwg",11,"SIW",11
1,69,"142025","2025","JuWsi",14,"YMW",54.2
1,69,"152025","2025","JuWsi",15,"OMW",7.2
1,69,"214021","4021","NaFor",21,"OHB",1
1,69,"215012","5012","NaPgr",21,"OHB",.6
1,69,"235074","5074","JuNbu",23,"CLS",1.6
1,70,"211004","1004","GrFrb",21,"OHB",3
1,70,"245013","5013","ArVth",24,"OLS",4.7
1,70,"235013","5013","ArVth",23,"CLS",9.7
1,70,"233004","3004","JuSwg",23,"CLS",7
1,70,"113004","3004","JuSwg",11,"SIW",11
1,70,"142025","2025","JuWsi",14,"YMW",54
1,70,"152025","2025","JuWsi",15,"OMW",7.4
1,70,"214021","4021","NaFor",21,"OHB",1
1,70,"215012","5012","NaPgr",21,"OHB",.7
1,70,"235074","5074","JuNbu",23,"CLS",1.5
1,71,"211004","1004","GrFrb",21,"OHB",2.8
1,71,"245013","5013","ArVth",24,"OLS",4.6
1,71,"235013","5013","ArVth",23,"CLS",9.7
1,71,"233004","3004","JuSwg",23,"CLS",7.3
1,71,"113004","3004","JuSwg",11,"SIW",11
1,71,"142025","2025","JuWsi",14,"YMW",54
1,71,"152025","2025","JuWsi",15,"OMW",7.5
1,71,"214021","4021","NaFor",21,"OHB",1
1,71,"215012","5012","NaPgr",21,"OHB",.8
1,71,"235074","5074","JuNbu",23,"CLS",1.3
1,72,"211004","1004","GrFrb",21,"OHB",2.5
1,72,"245013","5013","ArVth",24,"OLS",4.8
1,72,"235013","5013","ArVth",23,"CLS",9.6
1,72,"233004","3004","JuSwg",23,"CLS",7.5
1,72,"113004","3004","JuSwg",11,"SIW",11
1,72,"142025","2025","JuWsi",14,"YMW",54
1,72,"152025","2025","JuWsi",15,"OMW",7.4
1,72,"214021","4021","NaFor",21,"OHB",.9
1,72,"215012","5012","NaPgr",21,"OHB",.8
1,72,"235074","5074","JuNbu",23,"CLS",1.5
1,73,"211004","1004","GrFrb",21,"OHB",2.7
1,73,"245013","5013","ArVth",24,"OLS",4.5
1,73,"235013","5013","ArVth",23,"CLS",9.5
1,73,"233004","3004","JuSwg",23,"CLS",7.7
1,73,"113004","3004","JuSwg",11,"SIW",11
1,73,"142025","2025","JuWsi",14,"YMW",53.8
1,73,"152025","2025","JuWsi",15,"OMW",7.4
1,73,"214021","4021","NaFor",21,"OHB",1
1,73,"215012","5012","NaPgr",21,"OHB",.9
1,73,"235074","5074","JuNbu",23,"CLS",1.5
1,74,"211004","1004","GrFrb",21,"OHB",2.3
1,74,"245013","5013","ArVth",24,"OLS",4.3
1,74,"235013","5013","ArVth",23,"CLS",10.1
1,74,"233004","3004","JuSwg",23,"CLS",7.7
1,74,"113004","3004","JuSwg",11,"SIW",11
1,74,"142025","2025","JuWsi",14,"YMW",53.6
1,74,"152025","2025","JuWsi",15,"OMW",7.4
1,74,"214021","4021","NaFor",21,"OHB",1.3
1,74,"215012","5012","NaPgr",21,"OHB",.8
1,74,"235074","5074","JuNbu",23,"CLS",1.5
1,75,"211004","1004","GrFrb",21,"OHB",2.2
1,75,"245013","5013","ArVth",24,"OLS",4.2
1,75,"235013","5013","ArVth",23,"CLS",10.1
1,75,"233004","3004","JuSwg",23,"CLS",7.9
1,75,"113004","3004","JuSwg",11,"SIW",11
1,75,"142025","2025","JuWsi",14,"YMW",53.5
1,75,"152025","2025","JuWsi",15,"OMW",7.4
1,75,"214021","4021","NaFor",21,"OHB",1.4
1,75,"215012","5012","NaPgr",21,"OHB",1
1,75,"235074","5074","JuNbu",23,"CLS",1.3
1,76,"211004","1004","GrFrb",21,"OHB",2.2
1,76,"245013","5013","ArVth",24,"OLS",4.3
1,76,"235013","5013","ArVth",23,"CLS",9.7
1,76,"233004","3004","JuSwg",23,"CLS",8
1,76,"113004","3004","JuSwg",11,"SIW",3
1,76,"142025","2025","JuWsi",14,"YMW",61.6
1,76,"152025","2025","JuWsi",15,"OMW",7.4
1,76,"214021","4021","NaFor",21,"OHB",1.5
1,76,"215012","5012","NaPgr",21,"OHB",1.2
1,76,"235074","5074","JuNbu",23,"CLS",1.1
1,77,"211004","1004","GrFrb",21,"OHB",1.9
1,77,"245013","5013","ArVth",24,"OLS",4.5
1,77,"235013","5013","ArVth",23,"CLS",9.6
1,77,"233004","3004","JuSwg",23,"CLS",7.8
1,77,"113004","3004","JuSwg",11,"SIW",2.5
1,77,"142025","2025","JuWsi",14,"YMW",62.5
1,77,"152025","2025","JuWsi",15,"OMW",7.4
1,77,"214021","4021","NaFor",21,"OHB",1.5
1,77,"215012","5012","NaPgr",21,"OHB",1.2
1,77,"235074","5074","JuNbu",23,"CLS",1.1
1,78,"211004","1004","GrFrb",21,"OHB",1.9
1,78,"245013","5013","ArVth",24,"OLS",4.2
1,78,"235013","5013","ArVth",23,"CLS",9.3
1,78,"233004","3004","JuSwg",23,"CLS",7.7
1,78,"113004","3004","JuSwg",11,"SIW",2.2
1,78,"142025","2025","JuWsi",14,"YMW",63.5
1,78,"152025","2025","JuWsi",15,"OMW",7.4
1,78,"214021","4021","NaFor",21,"OHB",1.4
1,78,"215012","5012","NaPgr",21,"OHB",1.1
1,78,"235074","5074","JuNbu",23,"CLS",1.3
1,79,"211004","1004","GrFrb",21,"OHB",1.8
1,79,"245013","5013","ArVth",24,"OLS",4.4
1,79,"235013","5013","ArVth",23,"CLS",9.3
1,79,"233004","3004","JuSwg",23,"CLS",7.4
1,79,"113004","3004","JuSwg",11,"SIW",1.9
1,79,"142025","2025","JuWsi",14,"YMW",63.9
1,79,"152025","2025","JuWsi",15,"OMW",7.4
1,79,"214021","4021","NaFor",21,"OHB",1.6
1,79,"215012","5012","NaPgr",21,"OHB",1.1
1,79,"235074","5074","JuNbu",23,"CLS",1.2
1,80,"211004","1004","GrFrb",21,"OHB",2.2
1,80,"245013","5013","ArVth",24,"OLS",4.1
1,80,"235013","5013","ArVth",23,"CLS",8.6
1,80,"233004","3004","JuSwg",23,"CLS",7.7
1,80,"113004","3004","JuSwg",11,"SIW",2
1,80,"142025","2025","JuWsi",14,"YMW",64
1,80,"152025","2025","JuWsi",15,"OMW",7.4
1,80,"214021","4021","NaFor",21,"OHB",1.7
1,80,"215012","5012","NaPgr",21,"OHB",1.1
1,80,"235074","5074","JuNbu",23,"CLS",1.2
1,81,"211004","1004","GrFrb",21,"OHB",2.3
1,81,"245013","5013","ArVth",24,"OLS",3.9
1,81,"235013","5013","ArVth",23,"CLS",8.5
1,81,"233004","3004","JuSwg",23,"CLS",7.3
1,81,"113004","3004","JuSwg",11,"SIW",2.6
1,81,"142025","2025","JuWsi",14,"YMW",63.9
1,81,"152025","2025","JuWsi",15,"OMW",7.4
1,81,"214021","4021","NaFor",21,"OHB",1.8
1,81,"215012","5012","NaPgr",21,"OHB",1.1
1,81,"235074","5074","JuNbu",23,"CLS",1.2
1,82,"211004","1004","GrFrb",21,"OHB",2.4
1,82,"245013","5013","ArVth",24,"OLS",3.8
1,82,"235013","5013","ArVth",23,"CLS",8.3
1,82,"233004","3004","JuSwg",23,"CLS",7.3
1,82,"113004","3004","JuSwg",11,"SIW",2.8
1,82,"142025","2025","JuWsi",14,"YMW",64.1
1,82,"152025","2025","JuWsi",15,"OMW",7.4
1,82,"214021","4021","NaFor",21,"OHB",1.7
1,82,"215012","5012","NaPgr",21,"OHB",1
1,82,"235074","5074","JuNbu",23,"CLS",1.2
1,83,"211004","1004","GrFrb",21,"OHB",2.4
1,83,"245013","5013","ArVth",24,"OLS",3.7
1,83,"235013","5013","ArVth",23,"CLS",8.1
1,83,"233004","3004","JuSwg",23,"CLS",7.4
1,83,"113004","3004","JuSwg",11,"SIW",3
1,83,"142025","2025","JuWsi",14,"YMW",64.1
1,83,"152025","2025","JuWsi",15,"OMW",7.4
1,83,"214021","4021","NaFor",21,"OHB",1.5
1,83,"215012","5012","NaPgr",21,"OHB",1.1
1,83,"235074","5074","JuNbu",23,"CLS",1.3
1,84,"211004","1004","GrFrb",21,"OHB",2.2
1,84,"245013","5013","ArVth",24,"OLS",3.6
1,84,"235013","5013","ArVth",23,"CLS",8.2
1,84,"233004","3004","JuSwg",23,"CLS",6.7
1,84,"113004","3004","JuSwg",11,"SIW",3.9
1,84,"142025","2025","JuWsi",14,"YMW",64.1
1,84,"152025","2025","JuWsi",15,"OMW",7.4
1,84,"214021","4021","NaFor",21,"OHB",1.2
1,84,"215012","5012","NaPgr",21,"OHB",1.3
1,84,"235074","5074","JuNbu",23,"CLS",1.4
1,85,"211004","1004","GrFrb",21,"OHB",2.2
1,85,"245013","5013","ArVth",24,"OLS",3.6
1,85,"235013","5013","ArVth",23,"CLS",7.9
1,85,"233004","3004","JuSwg",23,"CLS",6.6
1,85,"113004","3004","JuSwg",11,"SIW",4.3
1,85,"142025","2025","JuWsi",14,"YMW",63.8
1,85,"152025","2025","JuWsi",15,"OMW",7.5
1,85,"214021","4021","NaFor",21,"OHB",1.2
1,85,"215012","5012","NaPgr",21,"OHB",1.4
1,85,"235074","5074","JuNbu",23,"CLS",1.5
1,86,"211004","1004","GrFrb",21,"OHB",2.2
1,86,"245013","5013","ArVth",24,"OLS",3.5
1,86,"235013","5013","ArVth",23,"CLS",7.5
1,86,"233004","3004","JuSwg",23,"CLS",6.4
1,86,"113004","3004","JuSwg",11,"SIW",5
1,86,"142025","2025","JuWsi",14,"YMW",63.8
1,86,"152025","2025","JuWsi",15,"OMW",7.5
1,86,"214021","4021","NaFor",21,"OHB",1
1,86,"215012","5012","NaPgr",21,"OHB",1.5
1,86,"235074","5074","JuNbu",23,"CLS",1.6
1,87,"211004","1004","GrFrb",21,"OHB",2.1
1,87,"245013","5013","ArVth",24,"OLS",3.3
1,87,"235013","5013","ArVth",23,"CLS",7.6
1,87,"233004","3004","JuSwg",23,"CLS",6
1,87,"113004","3004","JuSwg",11,"SIW",5.6
1,87,"142025","2025","JuWsi",14,"YMW",63.6
1,87,"152025","2025","JuWsi",15,"OMW",7.5
1,87,"214021","4021","NaFor",21,"OHB",1.2
1,87,"215012","5012","NaPgr",21,"OHB",1.5
1,87,"235074","5074","JuNbu",23,"CLS",1.6
1,88,"211004","1004","GrFrb",21,"OHB",2.2
1,88,"245013","5013","ArVth",24,"OLS",3.4
1,88,"235013","5013","ArVth",23,"CLS",7.4
1,88,"233004","3004","JuSwg",23,"CLS",5.7
1,88,"113004","3004","JuSwg",11,"SIW",5.9
1,88,"142025","2025","JuWsi",14,"YMW",63.5
1,88,"152025","2025","JuWsi",15,"OMW",7.5
1,88,"214021","4021","NaFor",21,"OHB",1.3
1,88,"215012","5012","NaPgr",21,"OHB",1.4
1,88,"235074","5074","JuNbu",23,"CLS",1.7
1,89,"211004","1004","GrFrb",21,"OHB",2
1,89,"245013","5013","ArVth",24,"OLS",3.2
1,89,"235013","5013","ArVth",23,"CLS",7.7
1,89,"233004","3004","JuSwg",23,"CLS",5.8
1,89,"113004","3004","JuSwg",11,"SIW",5.9
1,89,"142025","2025","JuWsi",14,"YMW",63.2
1,89,"152025","2025","JuWsi",15,"OMW",7.6
1,89,"214021","4021","NaFor",21,"OHB",1.2
1,89,"215012","5012","NaPgr",21,"OHB",1.6
1,89,"235074","5074","JuNbu",23,"CLS",1.8
1,90,"211004","1004","GrFrb",21,"OHB",1.6
1,90,"245013","5013","ArVth",24,"OLS",3.4
1,90,"235013","5013","ArVth",23,"CLS",7.7
1,90,"233004","3004","JuSwg",23,"CLS",5.8
1,90,"113004","3004","JuSwg",11,"SIW",6.1
1,90,"142025","2025","JuWsi",14,"YMW",63.1
1,90,"152025","2025","JuWsi",15,"OMW",7.6
1,90,"214021","4021","NaFor",21,"OHB",1.2
1,90,"215012","5012","NaPgr",21,"OHB",1.7
1,90,"235074","5074","JuNbu",23,"CLS",1.8
1,91,"211004","1004","GrFrb",21,"OHB",1.3
1,91,"245013","5013","ArVth",24,"OLS",3.6
1,91,"235013","5013","ArVth",23,"CLS",7.7
1,91,"233004","3004","JuSwg",23,"CLS",5.5
1,91,"113004","3004","JuSwg",11,"SIW",6.5
1,91,"142025","2025","JuWsi",14,"YMW",63
1,91,"152025","2025","JuWsi",15,"OMW",7.7
1,91,"214021","4021","NaFor",21,"OHB",1
1,91,"215012","5012","NaPgr",21,"OHB",1.8
1,91,"235074","5074","JuNbu",23,"CLS",1.9
1,92,"211004","1004","GrFrb",21,"OHB",1.3
1,92,"245013","5013","ArVth",24,"OLS",3.2
1,92,"235013","5013","ArVth",23,"CLS",7.9
1,92,"233004","3004","JuSwg",23,"CLS",5.5
1,92,"113004","3004","JuSwg",11,"SIW",6.7
1,92,"142025","2025","JuWsi",14,"YMW",62.8
1,92,"152025","2025","JuWsi",15,"OMW",7.7
1,92,"214021","4021","NaFor",21,"OHB",1.2
1,92,"215012","5012","NaPgr",21,"OHB",1.8
1,92,"235074","5074","JuNbu",23,"CLS",1.9
1,93,"211004","1004","GrFrb",21,"OHB",1.1
1,93,"245013","5013","ArVth",24,"OLS",3.3
1,93,"235013","5013","ArVth",23,"CLS",8
1,93,"233004","3004","JuSwg",23,"CLS",5.4
1,93,"113004","3004","JuSwg",11,"SIW",6.8
1,93,"142025","2025","JuWsi",14,"YMW",62.8
1,93,"152025","2025","JuWsi",15,"OMW",7.7
1,93,"214021","4021","NaFor",21,"OHB",1.4
1,93,"215012","5012","NaPgr",21,"OHB",1.6
1,93,"235074","5074","JuNbu",23,"CLS",1.9
1,94,"211004","1004","GrFrb",21,"OHB",1.2
1,94,"245013","5013","ArVth",24,"OLS",2.9
1,94,"235013","5013","ArVth",23,"CLS",8.1
1,94,"233004","3004","JuSwg",23,"CLS",5.6
1,94,"113004","3004","JuSwg",11,"SIW",6.8
1,94,"142025","2025","JuWsi",14,"YMW",62.5
1,94,"152025","2025","JuWsi",15,"OMW",7.7
1,94,"214021","4021","NaFor",21,"OHB",1.7
1,94,"215012","5012","NaPgr",21,"OHB",1.3
1,94,"235074","5074","JuNbu",23,"CLS",2.2
1,95,"211004","1004","GrFrb",21,"OHB",1.2
1,95,"245013","5013","ArVth",24,"OLS",2.9
1,95,"235013","5013","ArVth",23,"CLS",7.6
1,95,"233004","3004","JuSwg",23,"CLS",5.9
1,95,"113004","3004","JuSwg",11,"SIW",7
1,95,"142025","2025","JuWsi",14,"YMW",62.3
1,95,"152025","2025","JuWsi",15,"OMW",7.8
1,95,"214021","4021","NaFor",21,"OHB",1.7
1,95,"215012","5012","NaPgr",21,"OHB",1.3
1,95,"235074","5074","JuNbu",23,"CLS",2.3
1,96,"211004","1004","GrFrb",21,"OHB",1.2
1,96,"245013","5013","ArVth",24,"OLS",2.7
1,96,"235013","5013","ArVth",23,"CLS",7.7
1,96,"233004","3004","JuSwg",23,"CLS",5.6
1,96,"113004","3004","JuSwg",11,"SIW",7.4
1,96,"142025","2025","JuWsi",14,"YMW",62.1
1,96,"152025","2025","JuWsi",15,"OMW",7.9
1,96,"214021","4021","NaFor",21,"OHB",1.7
1,96,"215012","5012","NaPgr",21,"OHB",1.1
1,96,"235074","5074","JuNbu",23,"CLS",2.6
1,97,"211004","1004","GrFrb",21,"OHB",1.2
1,97,"245013","5013","ArVth",24,"OLS",2.6
1,97,"235013","5013","ArVth",23,"CLS",7.6
1,97,"233004","3004","JuSwg",23,"CLS",5.6
1,97,"113004","3004","JuSwg",11,"SIW",7.6
1,97,"142025","2025","JuWsi",14,"YMW",62.1
1,97,"152025","2025","JuWsi",15,"OMW",7.9
1,97,"214021","4021","NaFor",21,"OHB",1.5
1,97,"215012","5012","NaPgr",21,"OHB",1.3
1,97,"235074","5074","JuNbu",23,"CLS",2.6
1,98,"211004","1004","GrFrb",21,"OHB",1.1
1,98,"245013","5013","ArVth",24,"OLS",2.8
1,98,"235013","5013","ArVth",23,"CLS",7.4
1,98,"233004","3004","JuSwg",23,"CLS",5.2
1,98,"113004","3004","JuSwg",11,"SIW",8.1
1,98,"142025","2025","JuWsi",14,"YMW",62.1
1,98,"152025","2025","JuWsi",15,"OMW",7.9
1,98,"214021","4021","NaFor",21,"OHB",1.4
1,98,"215012","5012","NaPgr",21,"OHB",1.4
1,98,"235074","5074","JuNbu",23,"CLS",2.6
1,99,"211004","1004","GrFrb",21,"OHB",1.2
1,99,"245013","5013","ArVth",24,"OLS",2.6
1,99,"235013","5013","ArVth",23,"CLS",7
1,99,"233004","3004","JuSwg",23,"CLS",5.8
1,99,"113004","3004","JuSwg",11,"SIW",8
1,99,"142025","2025","JuWsi",14,"YMW",62.3
1,99,"152025","2025","JuWsi",15,"OMW",7.9
1,99,"214021","4021","NaFor",21,"OHB",1.2
1,99,"215012","5012","NaPgr",21,"OHB",1.3
1,99,"235074","5074","JuNbu",23,"CLS",2.7
1,100,"211004","1004","GrFrb",21,"OHB",1.2
1,100,"245013","5013","ArVth",24,"OLS",2.6
1,100,"235013","5013","ArVth",23,"CLS",7
1,100,"233004","3004","JuSwg",23,"CLS",5.1
1,100,"113004","3004","JuSwg",11,"SIW",8.7
1,100,"142025","2025","JuWsi",14,"YMW",62.3
1,100,"152025","2025","JuWsi",15,"OMW",7.9
1,100,"214021","4021","NaFor",21,"OHB",1.1
1,100,"215012","5012","NaPgr",21,"OHB",1.3
1,100,"235074","5074","JuNbu",23,"CLS",2.8
